"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"org.apache.derby.impl.store.raw.data.CachedPage.getIdentity() CachedPage.java","52","< 0.1","52","22940"
"java.util.ArrayList.add(Object) ArrayList.java","199","< 0.1","99","21591"
"java.util.ArrayList.add(Object, Object[], int) ArrayList.java","99","< 0.1","58","21591"
"org.apache.derby.impl.services.cache.CacheEntry.keep(boolean) CacheEntry.java","50","< 0.1","50","21138"
"org.apache.derby.impl.services.cache.CacheEntry.unkeep() CacheEntry.java","49","< 0.1","49","21137"
"org.apache.derby.impl.services.cache.ConcurrentCache.release(Cacheable) ConcurrentCache.java","1500","< 0.1","292","21050"
"java.util.WeakHashMap.matchesKey(WeakHashMap$Entry, Object) WeakHashMap.java","246","< 0.1","98","20895"
"java.util.WeakHashMap.get(Object) WeakHashMap.java","741","< 0.1","201","20868"
"java.util.ArrayList.fastRemove(Object[], int) ArrayList.java","47","< 0.1","47","20805"
"org.apache.derby.impl.services.cache.ConcurrentCache.find(Object) ConcurrentCache.java","3263","0.1","257","20800"
"org.apache.derby.impl.services.cache.ConcurrentCache.getEntry(Object) ConcurrentCache.java","1116","< 0.1","199","20800"
"org.apache.derby.impl.services.cache.CacheEntry.waitUntilIdentityIsSet() CacheEntry.java","46","< 0.1","46","20687"
"org.apache.derby.impl.services.cache.ConcurrentCache.countHit() ConcurrentCache.java","46","< 0.1","46","20687"
"org.apache.derby.iapi.services.io.FormatableBitSet.checkPosition(int) FormatableBitSet.java","45","< 0.1","45","20153"
"org.apache.derby.iapi.services.io.FormatableBitSet.isSet(int) FormatableBitSet.java","137","< 0.1","92","19790"
"java.util.ArrayList.remove(Object) ArrayList.java","137","< 0.1","92","19588"
"java.lang.String.equals(Object) String.java","47","< 0.1","45","18339"
"java.lang.System$2.currentCarrierThread() System.java","41","< 0.1","41","17975"
"jdk.internal.misc.Blocker.begin() Blocker.java","216","< 0.1","90","17975"
"jdk.internal.misc.Blocker.currentCarrierThread() Blocker.java","126","< 0.1","85","17975"
"jdk.internal.misc.Blocker.end(long) Blocker.java","44","< 0.1","44","17975"
"java.util.ArrayList.contains(Object) ArrayList.java","205","< 0.1","83","17627"
"java.util.ArrayList.indexOf(Object) ArrayList.java","122","< 0.1","82","17627"
"java.util.ArrayList.indexOfRange(Object, int, int) ArrayList.java","40","< 0.1","40","17627"
"org.apache.derby.iapi.services.monitor.DerbyObservable.addObserver(DerbyObserver) DerbyObservable.java","487","< 0.1","123","17627"
"org.apache.derby.iapi.services.monitor.DerbyObservable.deleteObserver(DerbyObserver) DerbyObservable.java","205","< 0.1","81","17626"
"org.apache.derby.impl.store.raw.data.AllocExtent.getPageStatus(long) AllocExtent.java","193","< 0.1","77","16671"
"org.apache.derby.iapi.store.raw.PageKey.<init>(ContainerKey, long) PageKey.java","48","< 0.1","48","16644"
"org.apache.derby.iapi.store.raw.PageKey.equals(Object) PageKey.java","115","< 0.1","77","16595"
"org.apache.derby.impl.store.raw.data.BaseContainerHandle.checkOpen() BaseContainerHandle.java","35","< 0.1","35","15735"
"java.io.ByteArrayOutputStream.ensureCapacity(int) ByteArrayOutputStream.java","35","< 0.1","35","15596"
